pair_id,donation_id,request_id,y,food_type,req_qty_value,req_qty_unit,off_qty_text,req_qty_g,off_qty_g,qty_ratio,qty_bucket,unit_compatible,distance_km,expiry_gap_days,donation_fresh_days_left,req_need_days_from_now,window_overlap_min,has_coords,created_at
8a339427_82c931d4,82c931d4,8a339427,1,Beverage,1.4,kg,2261 grams,1400.0,2261.0,1.615,balanced,1,10.795,2,3,1,40,1,2025-09-29T19:38:02.417452+00:00
8227b889_0407a932,0407a932,8227b889,1,Beverage,15.3,kg,2.4 kg,15300.0,2400.0,0.1568627450980392,too_small,1,30.864,2,6,4,58,1,2025-09-28T00:24:53.581675+00:00
fb27b459_7be9be98,7be9be98,fb27b459,1,Frozen / Chilled,13.3,kg,17.0 kg,13300.0,17000.0,1.2781954887218046,balanced,1,5.598,-3,4,7,55,1,2025-09-28T18:03:05.151375+00:00
72f40a4d_9dc2b720,9dc2b720,72f40a4d,1,Frozen / Chilled,2246.0,grams,4.2 kg,2246.0,4200.0,1.8699910952804986,balanced,1,39.594,4,4,0,6,1,2025-10-01T11:46:55.119970+00:00
510f636e_1d08baf4,1d08baf4,510f636e,1,Bakery,12.8,kg,25.0 kg,12800.0,25000.0,1.953125,balanced,1,35.576,-8,-1,7,73,1,2025-09-29T06:49:42.712116+00:00
07f89403_f1900be1,f1900be1,07f89403,1,Bakery,5.7,kg,17.6 kg,5700.0,17600.0,3.087719298245614,too_large,1,13.16,-7,-1,6,84,1,2025-09-30T02:02:40.718047+00:00
df13bd4a_4935c681,4935c681,df13bd4a,1,Packaged / Canned,6.2,kg,12.1 kg,6200.0,12100.0,1.9516129032258065,balanced,1,32.424,-1,6,7,62,1,2025-09-29T17:34:32.384849+00:00
e571e748_200ef38b,200ef38b,e571e748,1,Cooked Meals,3783.0,grams,2270 grams,3783.0,2270.0,0.6000528680941052,small,1,30.916,-4,0,4,28,1,2025-09-27T10:46:54.488423+00:00
4b86fba6_21cf86f6,21cf86f6,4b86fba6,1,Packaged / Canned,7.1,kg,5267 grams,7100.0,5267.0,0.741830985915493,small,1,7.333,0,3,3,71,1,2025-10-02T13:43:08.976777+00:00
1c510f3c_76ac3570,76ac3570,1c510f3c,1,Cooked Meals,3.8,kg,12.9 kg,3800.0,12900.0,3.3947368421052633,too_large,1,15.189,3,4,1,98,1,2025-09-29T08:17:42.032669+00:00
3bc2a038_6c5a7fac,6c5a7fac,3bc2a038,0,Cooked Meals,16.3,kg,16.8 kg,16300.0,16800.0,1.030674846625767,balanced,1,34.489,-3,0,3,109,1,2025-10-01T20:05:18.167085+00:00
80981625_4d4e2290,4d4e2290,80981625,1,Beverage,1574.0,grams,8.2 kg,1574.0,8200.0,5.209656925031767,too_large,1,3.23,6,6,0,80,1,2025-09-28T19:12:29.571685+00:00
aba20fe2_d088c72e,d088c72e,aba20fe2,1,Frozen / Chilled,3528.0,grams,8.2 kg,3528.0,8200.0,2.324263038548753,balanced,1,6.785,-8,1,9,79,1,2025-09-29T12:55:29.645450+00:00
ec2c26e7_1cdf4f13,1cdf4f13,ec2c26e7,1,Beverage,14.1,kg,13.7 kg,14100.0,13700.0,0.9716312056737588,balanced,1,43.245,-7,1,8,43,1,2025-10-03T01:30:43.203865+00:00
316ac4e2_36406699,36406699,316ac4e2,1,Frozen / Chilled,1.0,kg,12.9 kg,1000.0,12900.0,10.0,too_large,1,4.427,-3,4,7,43,1,2025-09-29T00:35:57.046377+00:00
6319269f_e4e31962,e4e31962,6319269f,1,Fresh Produce,3958.0,grams,7.8 kg,3958.0,7800.0,1.9706922688226376,balanced,1,8.027,-1,4,5,24,1,2025-09-30T17:03:54.696587+00:00
06d142b7_e9f3eb28,e9f3eb28,06d142b7,1,Bakery,3.4,kg,11.4 kg,3400.0,11400.0,3.3529411764705883,too_large,1,34.241,-3,1,4,56,1,2025-10-01T11:16:36.180248+00:00
e15042bc_250954e8,250954e8,e15042bc,0,Frozen / Chilled,2060.0,grams,24.2 kg,2060.0,24200.0,10.0,too_large,1,40.447,-7,2,9,15,1,2025-10-03T13:18:03.094223+00:00
d3d1d644_650495d9,650495d9,d3d1d644,1,Beverage,619.0,grams,1958 grams,619.0,1958.0,3.1631663974151856,too_large,1,33.425,-1,2,3,111,1,2025-10-03T14:52:37.185381+00:00
03e19ebe_8ab1243e,8ab1243e,03e19ebe,1,Cooked Meals,11.7,kg,970 grams,11700.0,970.0,0.0829059829059829,too_small,1,4.642,-5,0,5,79,1,2025-10-01T02:49:10.054746+00:00
ba7d31be_78ab62af,78ab62af,ba7d31be,1,Packaged / Canned,18.1,kg,21.7 kg,18100.0,21700.0,1.1988950276243093,balanced,1,15.638,1,4,3,79,1,2025-10-01T08:13:03.092090+00:00
dff3a432_d9b9ae49,d9b9ae49,dff3a432,0,Beverage,1.5,kg,13.5 kg,1500.0,13500.0,9.0,too_large,1,18.088,1,6,5,41,1,2025-09-28T03:59:04.160349+00:00
1496d8f6_a11bd375,a11bd375,1496d8f6,1,Packaged / Canned,10.1,kg,6.8 kg,10100.0,6800.0,0.6732673267326733,small,1,6.76,-9,0,9,21,1,2025-10-04T06:36:58.039592+00:00
577c4541_fe40e325,fe40e325,577c4541,1,Cooked Meals,6.8,kg,1696 grams,6800.0,1696.0,0.24941176470588236,too_small,1,27.424,6,6,0,14,1,2025-10-02T04:53:26.599709+00:00
7bbac19c_67fcf537,67fcf537,7bbac19c,1,Bakery,9.6,kg,24.1 kg,9600.0,24100.0,2.5104166666666665,balanced,1,14.053,0,4,4,26,1,2025-10-02T19:23:21.449397+00:00
5932e1f9_929d3a72,929d3a72,5932e1f9,1,Fresh Produce,19.7,kg,20.4 kg,19700.0,20400.0,1.0355329949238579,balanced,1,25.153,-1,6,7,87,1,2025-09-28T01:31:36.872827+00:00
02c9ece1_808795ff,808795ff,02c9ece1,1,Packaged / Canned,3401.0,grams,7.9 kg,3401.0,7900.0,2.3228462216995003,balanced,1,18.723,-1,1,2,40,1,2025-10-03T07:32:23.095686+00:00
eccfaddd_f6c86dbf,f6c86dbf,eccfaddd,1,Frozen / Chilled,2613.0,grams,11.8 kg,2613.0,11800.0,4.515882127822426,too_large,1,23.873,-6,3,9,52,1,2025-09-29T19:23:42.530604+00:00
b822aadd_3c9bc5b6,3c9bc5b6,b822aadd,1,Beverage,2872.0,grams,22.4 kg,2872.0,22400.0,7.7994428969359335,too_large,1,30.542,-2,5,7,103,1,2025-09-29T21:36:33.644445+00:00
ac16c2b1_bf584551,bf584551,ac16c2b1,0,Frozen / Chilled,674.0,grams,17.9 kg,674.0,17900.0,10.0,too_large,1,31.697,-3,0,3,77,1,2025-09-29T05:48:33.916542+00:00
458030a2_3211492a,3211492a,458030a2,1,Fresh Produce,19.7,kg,16.7 kg,19700.0,16700.0,0.8477157360406091,balanced,1,24.058,-3,3,6,29,1,2025-09-30T22:36:10.730720+00:00
e66d0cdc_83cd4b4d,83cd4b4d,e66d0cdc,0,Beverage,5.8,kg,14.2 kg,5800.0,14200.0,2.4482758620689653,balanced,1,26.279,-6,2,8,35,1,2025-09-29T16:47:53.875071+00:00
1e094339_35b51664,35b51664,1e094339,0,Cooked Meals,9.6,kg,3287 grams,9600.0,3287.0,0.34239583333333334,too_small,1,37.062,-3,0,3,8,1,2025-10-02T20:56:00.922001+00:00
5019d3c7_75ac7d81,75ac7d81,5019d3c7,1,Frozen / Chilled,1.0,kg,12.1 kg,1000.0,12100.0,10.0,too_large,1,19.023,2,6,4,12,1,2025-09-27T21:34:02.904225+00:00
324ff2af_03c5fd1a,03c5fd1a,324ff2af,1,Frozen / Chilled,2.9,kg,3.6 kg,2900.0,3600.0,1.2413793103448276,balanced,1,11.953,-3,6,9,48,1,2025-09-28T05:07:25.033183+00:00
62684aef_141f0f4e,141f0f4e,62684aef,1,Packaged / Canned,15.2,kg,11.0 kg,15200.0,11000.0,0.7236842105263158,small,1,11.443,1,3,2,1,1,2025-10-04T08:52:32.838256+00:00
2ba82938_c945548d,c945548d,2ba82938,1,Beverage,12.1,kg,18.3 kg,12100.0,18300.0,1.512396694214876,balanced,1,31.616,-6,2,8,39,1,2025-09-30T21:09:46.162528+00:00
b578df09_5ed07658,5ed07658,b578df09,1,Beverage,3146.0,grams,16.6 kg,3146.0,16600.0,5.276541640178004,too_large,1,26.044,-1,0,1,24,1,2025-10-01T20:41:39.295960+00:00
a1f459bf_078ff945,078ff945,a1f459bf,1,Frozen / Chilled,14.0,kg,10.8 kg,14000.0,10800.0,0.7714285714285715,small,1,8.353,-4,0,4,94,1,2025-09-30T11:33:12.266435+00:00
f292da2c_5de28148,5de28148,f292da2c,1,Bakery,1628.0,grams,3.3 kg,1628.0,3300.0,2.027027027027027,balanced,1,32.896,-4,0,4,22,1,2025-10-04T08:59:44.939977+00:00
d80c4dcc_1b7b916a,1b7b916a,d80c4dcc,1,Fresh Produce,16.9,kg,5.7 kg,16900.0,5700.0,0.33727810650887574,too_small,1,16.808,-7,2,9,91,1,2025-10-01T18:59:55.193053+00:00
097e400a_d7e1f1ca,d7e1f1ca,097e400a,1,Cooked Meals,17.7,kg,24.4 kg,17700.0,24400.0,1.3785310734463276,balanced,1,6.804,-1,0,1,101,1,2025-09-29T14:00:22.441627+00:00
cc1a03c4_b059e23d,b059e23d,cc1a03c4,1,Bakery,3435.0,grams,3766 grams,3435.0,3766.0,1.0963609898107716,balanced,1,33.767,-9,0,9,67,1,2025-10-03T20:58:52.299959+00:00
1176e763_0c89dba5,0c89dba5,1176e763,1,Frozen / Chilled,19.1,kg,5.9 kg,19100.0,5900.0,0.3089005235602094,too_small,1,29.37,-4,0,4,70,1,2025-09-28T21:49:57.991739+00:00
9b3f045a_3b0fa371,3b0fa371,9b3f045a,1,Cooked Meals,2.1,kg,11.6 kg,2100.0,11600.0,5.523809523809524,too_large,1,8.061,-3,1,4,115,1,2025-10-01T04:29:42.596468+00:00
53e31734_f76ecd26,f76ecd26,53e31734,1,Cooked Meals,10.3,kg,1.4 kg,10300.0,1400.0,0.13592233009708737,too_small,1,5.033,-5,0,5,17,1,2025-10-02T20:23:49.562978+00:00
41ee35fa_3e7ee27c,3e7ee27c,41ee35fa,0,Frozen / Chilled,18.3,kg,4966 grams,18300.0,4966.0,0.27136612021857925,too_small,1,12.589,4,4,0,26,1,2025-09-28T23:05:31.709966+00:00
67fc3bfc_f38ac503,f38ac503,67fc3bfc,1,Packaged / Canned,11.9,kg,5.1 kg,11900.0,5100.0,0.42857142857142855,too_small,1,36.042,-1,4,5,120,1,2025-10-02T01:25:36.768820+00:00
5f113c31_be6a8938,be6a8938,5f113c31,0,Frozen / Chilled,16.3,kg,4205 grams,16300.0,4205.0,0.2579754601226994,too_small,1,15.735,-8,0,8,73,1,2025-09-29T15:26:58.333042+00:00
8f4574c3_0c658011,0c658011,8f4574c3,0,Packaged / Canned,975.0,grams,3906 grams,975.0,3906.0,4.006153846153846,too_large,1,28.654,-3,0,3,116,1,2025-10-03T16:24:23.200274+00:00
54b2e09d_05f93ff9,05f93ff9,54b2e09d,0,Packaged / Canned,5.0,kg,22.8 kg,5000.0,22800.0,4.56,too_large,1,19.166,-5,1,6,111,1,2025-09-30T19:32:39.717862+00:00
f9da55f3_bcbfdb30,bcbfdb30,f9da55f3,1,Fresh Produce,16.4,kg,17.3 kg,16400.0,17300.0,1.0548780487804879,balanced,1,11.981,-6,0,6,112,1,2025-10-02T06:31:29.930624+00:00
7deed96c_362860cf,362860cf,7deed96c,1,Packaged / Canned,11.7,kg,4795 grams,11700.0,4795.0,0.4098290598290598,too_small,1,9.895,-6,1,7,84,1,2025-10-01T05:59:53.431836+00:00
0dd63003_0e032099,0e032099,0dd63003,1,Fresh Produce,2.4,kg,16.8 kg,2400.0,16800.0,7.0,too_large,1,16.151,-7,-1,6,96,1,2025-10-03T08:07:30.269009+00:00
5b5a4160_a58a636b,a58a636b,5b5a4160,1,Cooked Meals,15.7,kg,17.5 kg,15700.0,17500.0,1.1146496815286624,balanced,1,25.449,0,4,4,62,1,2025-10-04T03:09:32.330128+00:00
ae2d2da5_25cf50ba,25cf50ba,ae2d2da5,1,Packaged / Canned,11.2,kg,0.9 kg,11200.0,900.0,0.08035714285714286,too_small,1,36.093,-3,-1,2,45,1,2025-09-28T16:49:33.616124+00:00
926bf580_0919549a,0919549a,926bf580,1,Fresh Produce,1.2,kg,18.1 kg,1200.0,18100.0,10.0,too_large,1,25.674,0,6,6,47,1,2025-09-28T14:07:31.787872+00:00
c3bf656c_3ee58cd0,3ee58cd0,c3bf656c,1,Fresh Produce,0.8,kg,22.1 kg,800.0,22100.0,10.0,too_large,1,24.681,5,5,0,24,1,2025-09-29T16:25:28.157909+00:00
a3250e98_27f6af6d,27f6af6d,a3250e98,1,Beverage,11.1,kg,16.5 kg,11100.0,16500.0,1.4864864864864864,balanced,1,2.875,-10,-1,9,52,1,2025-10-01T22:45:10.317125+00:00
70331e7a_42507b34,42507b34,70331e7a,0,Bakery,2098.0,grams,24.0 kg,2098.0,24000.0,10.0,too_large,1,13.952,-6,3,9,113,1,2025-09-27T23:43:26.658530+00:00
3bfd1ece_9ea9f9a3,9ea9f9a3,3bfd1ece,1,Frozen / Chilled,17.1,kg,18.7 kg,17100.0,18700.0,1.0935672514619883,balanced,1,33.996,-2,2,4,31,1,2025-09-30T08:22:17.353203+00:00
4a14770a_1a3ad4f0,1a3ad4f0,4a14770a,0,Beverage,3.2,kg,3668 grams,3200.0,3668.0,1.14625,balanced,1,11.254,2,6,4,82,1,2025-09-29T22:47:42.554158+00:00
06bc5b8e_e42557d8,e42557d8,06bc5b8e,1,Bakery,1070.0,grams,4848 grams,1070.0,4848.0,4.530841121495327,too_large,1,22.96,-3,4,7,24,1,2025-10-04T01:34:23.735184+00:00
8680f065_5d13f412,5d13f412,8680f065,1,Cooked Meals,3.3,kg,2.4 kg,3300.0,2400.0,0.7272727272727273,small,1,10.335,2,4,2,81,1,2025-09-28T15:00:45.291649+00:00
ce90ebcd_f032d1a0,f032d1a0,ce90ebcd,0,Fresh Produce,15.7,kg,15.4 kg,15700.0,15400.0,0.9808917197452229,balanced,1,34.158,1,1,0,38,1,2025-10-03T06:28:22.779192+00:00
f6a5f613_d3da8d1d,d3da8d1d,f6a5f613,1,Beverage,11.3,kg,2.3 kg,11300.0,2300.0,0.20353982300884957,too_small,1,14.981,-1,0,1,118,1,2025-10-02T11:04:32.746797+00:00
e9403051_36e832cc,36e832cc,e9403051,1,Packaged / Canned,3887.0,grams,5956 grams,3887.0,5956.0,1.5322871108824285,balanced,1,41.611,-3,0,3,90,1,2025-09-30T07:49:18.392555+00:00
934f512b_31af909d,31af909d,934f512b,1,Packaged / Canned,7.7,kg,20.4 kg,7700.0,20400.0,2.6493506493506493,balanced,1,27.568,3,3,0,77,1,2025-10-02T17:11:47.991384+00:00
662e61ab_7a35d7a3,7a35d7a3,662e61ab,1,Beverage,3397.0,grams,24.4 kg,3397.0,24400.0,7.182808360317928,too_large,1,30.547,-1,-1,0,113,1,2025-09-28T00:37:16.929490+00:00
faa2bf65_c643aa17,c643aa17,faa2bf65,1,Packaged / Canned,14.8,kg,2197 grams,14800.0,2197.0,0.14844594594594596,too_small,1,8.973,-7,0,7,93,1,2025-10-03T16:17:58.720462+00:00
767e5b4d_82bbc6f4,82bbc6f4,767e5b4d,0,Packaged / Canned,7.8,kg,5.7 kg,7800.0,5700.0,0.7307692307692307,small,1,30.521,-7,0,7,13,1,2025-09-27T19:18:44.972269+00:00
63e3c251_698d7e31,698d7e31,63e3c251,0,Frozen / Chilled,6.2,kg,19.1 kg,6200.0,19100.0,3.0806451612903225,too_large,1,24.465,-4,-1,3,97,1,2025-09-30T08:16:08.736252+00:00
88f99aec_893aba83,893aba83,88f99aec,1,Bakery,1998.0,grams,5657 grams,1998.0,5657.0,2.8313313313313313,balanced,1,26.52,0,3,3,92,1,2025-09-28T05:06:43.631801+00:00
454dd527_d31120d2,d31120d2,454dd527,0,Fresh Produce,2.9,kg,16.6 kg,2900.0,16600.0,5.724137931034483,too_large,1,39.75,-3,2,5,41,1,2025-10-02T16:54:12.115345+00:00
acc6ca65_619dbac8,619dbac8,acc6ca65,1,Frozen / Chilled,12.3,kg,5171 grams,12300.0,5171.0,0.42040650406504065,too_small,1,25.462,2,6,4,64,1,2025-10-01T10:46:03.913611+00:00
06522538_84511c5c,84511c5c,06522538,0,Cooked Meals,16.0,kg,5739 grams,16000.0,5739.0,0.3586875,too_small,1,31.928,-1,2,3,3,1,2025-09-28T07:41:37.242150+00:00
52702944_f35f5488,f35f5488,52702944,1,Fresh Produce,1440.0,grams,3.8 kg,1440.0,3800.0,2.638888888888889,balanced,1,31.957,-1,2,3,91,1,2025-09-29T18:46:51.594429+00:00
3ad53b66_f071e139,f071e139,3ad53b66,0,Frozen / Chilled,7.9,kg,7.6 kg,7900.0,7600.0,0.9620253164556962,balanced,1,24.775,-6,0,6,48,1,2025-09-28T18:50:18.642962+00:00
e6b25c91_1026ef8d,1026ef8d,e6b25c91,1,Beverage,6.6,kg,5616 grams,6600.0,5616.0,0.850909090909091,balanced,1,20.121,-5,0,5,37,1,2025-10-01T11:28:34.830427+00:00
a3984301_1b4de01e,1b4de01e,a3984301,1,Fresh Produce,9.4,kg,8.3 kg,9400.0,8300.0,0.8829787234042553,balanced,1,28.858,-4,2,6,48,1,2025-09-28T20:02:26.426587+00:00
780fb162_59fcb0d5,59fcb0d5,780fb162,0,Cooked Meals,1465.0,grams,23.1 kg,1465.0,23100.0,10.0,too_large,1,11.701,-4,4,8,60,1,2025-09-28T18:30:26.479199+00:00
6381499c_6ce25d70,6ce25d70,6381499c,1,Bakery,1686.0,grams,3.7 kg,1686.0,3700.0,2.1945432977461445,balanced,1,12.131,-1,4,5,89,1,2025-10-03T01:52:55.931600+00:00
cc82e7fe_e645f405,e645f405,cc82e7fe,0,Packaged / Canned,3.3,kg,791 grams,3300.0,791.0,0.2396969696969697,too_small,1,40.532,3,5,2,15,1,2025-10-04T09:07:24.335202+00:00
ce037ad5_8b3928b5,8b3928b5,ce037ad5,0,Beverage,12.1,kg,7.9 kg,12100.0,7900.0,0.6528925619834711,small,1,26.929,-6,3,9,104,1,2025-10-04T04:56:48.817772+00:00
114afd1b_50ffd9a7,50ffd9a7,114afd1b,1,Frozen / Chilled,12.8,kg,13.0 kg,12800.0,13000.0,1.015625,balanced,1,21.565,-5,-1,4,82,1,2025-10-03T14:09:10.894717+00:00
5ef0977a_ae11cfd6,ae11cfd6,5ef0977a,1,Frozen / Chilled,11.6,kg,17.7 kg,11600.0,17700.0,1.5258620689655173,balanced,1,18.733,1,1,0,83,1,2025-09-28T21:03:35.704633+00:00
2b6a73c6_ec6db69f,ec6db69f,2b6a73c6,1,Cooked Meals,988.0,grams,20.1 kg,988.0,20100.0,10.0,too_large,1,15.506,-6,0,6,69,1,2025-09-29T13:51:41.109972+00:00
f82f6fa2_172e3765,172e3765,f82f6fa2,1,Fresh Produce,18.9,kg,11.4 kg,18900.0,11400.0,0.6031746031746031,small,1,33.66,3,3,0,104,1,2025-09-30T19:23:28.511297+00:00
97abe9ad_9707680d,9707680d,97abe9ad,0,Cooked Meals,4.2,kg,7.3 kg,4200.0,7300.0,1.7380952380952381,balanced,1,37.531,2,4,2,86,1,2025-09-30T05:29:50.755780+00:00
22e1c6c0_cbcbded1,cbcbded1,22e1c6c0,1,Packaged / Canned,744.0,grams,9.6 kg,744.0,9600.0,10.0,too_large,1,37.031,1,3,2,77,1,2025-09-30T00:17:36.800817+00:00
1003e390_4a2aceef,4a2aceef,1003e390,0,Fresh Produce,2.9,kg,4712 grams,2900.0,4712.0,1.6248275862068966,balanced,1,25.029,-1,0,1,112,1,2025-09-29T23:06:28.335701+00:00
8bd48b36_0ea34ac0,0ea34ac0,8bd48b36,1,Bakery,16.2,kg,22.5 kg,16200.0,22500.0,1.3888888888888888,balanced,1,22.724,0,0,0,108,1,2025-10-02T11:16:56.062579+00:00
277b25b2_e13cddeb,e13cddeb,277b25b2,1,Packaged / Canned,3.0,kg,7.1 kg,3000.0,7100.0,2.3666666666666667,balanced,1,23.764,6,6,0,45,1,2025-10-03T13:25:40.097038+00:00
070eabcf_54fdada4,54fdada4,070eabcf,1,Packaged / Canned,5.9,kg,2.6 kg,5900.0,2600.0,0.4406779661016949,too_small,1,5.728,-4,0,4,10,1,2025-09-28T17:54:06.419106+00:00
7e2d780b_5dfd9e13,5dfd9e13,7e2d780b,1,Frozen / Chilled,18.6,kg,12.7 kg,18600.0,12700.0,0.6827956989247311,small,1,22.877,-4,4,8,44,1,2025-09-29T16:54:58.085484+00:00
92dff87e_2e2a49c9,2e2a49c9,92dff87e,0,Fresh Produce,2712.0,grams,24.1 kg,2712.0,24100.0,8.886430678466077,too_large,1,47.082,-5,4,9,54,1,2025-09-29T15:43:57.246022+00:00
00ea77d7_a9cdf977,a9cdf977,00ea77d7,0,Packaged / Canned,7.8,kg,12.3 kg,7800.0,12300.0,1.5769230769230769,balanced,1,24.827,-1,0,1,114,1,2025-09-30T16:05:08.134358+00:00
4198f809_e5951458,e5951458,4198f809,1,Beverage,418.0,grams,1279 grams,418.0,1279.0,3.0598086124401913,too_large,1,16.077,1,1,0,19,1,2025-10-03T16:39:14.861487+00:00
45be527b_1ec02962,1ec02962,45be527b,1,Frozen / Chilled,9.7,kg,11.2 kg,9700.0,11200.0,1.1546391752577319,balanced,1,25.018,2,5,3,5,1,2025-09-30T16:32:16.399773+00:00
056334e8_a76353fc,a76353fc,056334e8,0,Fresh Produce,15.0,kg,888 grams,15000.0,888.0,0.0592,too_small,1,27.62,-7,2,9,94,1,2025-10-01T02:08:10.074971+00:00
c419b0ca_924d2a5c,924d2a5c,c419b0ca,1,Packaged / Canned,19.2,kg,17.1 kg,19200.0,17100.0,0.890625,balanced,1,32.195,-6,1,7,19,1,2025-10-04T08:21:52.793886+00:00
bc512c27_1f518238,1f518238,bc512c27,1,Frozen / Chilled,5.4,kg,17.8 kg,5400.0,17800.0,3.2962962962962963,too_large,1,44.237,-2,5,7,16,1,2025-10-02T17:06:07.758550+00:00
68735bdb_a273d79b,a273d79b,68735bdb,1,Packaged / Canned,19.8,kg,13.4 kg,19800.0,13400.0,0.6767676767676768,small,1,39.012,-5,4,9,46,1,2025-10-03T19:22:49.933728+00:00
4914e79e_65453e36,65453e36,4914e79e,1,Bakery,2904.0,grams,5.7 kg,2904.0,5700.0,1.962809917355372,balanced,1,11.973,0,2,2,1,1,2025-10-04T10:34:03.552724+00:00
d0761966_2139ca2f,2139ca2f,d0761966,0,Frozen / Chilled,17.3,kg,6.3 kg,17300.0,6300.0,0.36416184971098264,too_small,1,30.923,-3,0,3,113,1,2025-09-28T23:49:04.417625+00:00
bacf39ba_02643775,02643775,bacf39ba,0,Frozen / Chilled,933.0,grams,24.7 kg,933.0,24700.0,10.0,too_large,1,15.678,-4,0,4,8,1,2025-09-30T02:39:50.210836+00:00
5e3fe3ed_0164345e,0164345e,5e3fe3ed,1,Packaged / Canned,18.7,kg,23.9 kg,18700.0,23900.0,1.2780748663101604,balanced,1,27.883,-6,-1,5,56,1,2025-09-29T13:36:39.755517+00:00
c5e29b9c_42ad5a83,42ad5a83,c5e29b9c,1,Beverage,15.7,kg,0.7 kg,15700.0,700.0,0.044585987261146494,too_small,1,26.278,2,6,4,15,1,2025-10-03T07:46:37.835124+00:00
0ed722af_982a0ea8,982a0ea8,0ed722af,1,Fresh Produce,10.9,kg,19.9 kg,10900.0,19900.0,1.8256880733944953,balanced,1,13.765,1,3,2,10,1,2025-10-02T11:59:40.549321+00:00
7efee3e9_4e34831f,4e34831f,7efee3e9,1,Frozen / Chilled,1203.0,grams,4978 grams,1203.0,4978.0,4.137988362427265,too_large,1,17.554,-1,0,1,48,1,2025-09-27T13:08:01.658335+00:00
08994974_4cee9f05,4cee9f05,08994974,1,Frozen / Chilled,12.7,kg,20.3 kg,12700.0,20300.0,1.5984251968503937,balanced,1,13.102,-2,4,6,24,1,2025-10-02T04:10:53.402014+00:00
8a881c13_21721dd6,21721dd6,8a881c13,0,Beverage,14.7,kg,5.1 kg,14700.0,5100.0,0.3469387755102041,too_small,1,17.655,-6,0,6,1,1,2025-10-03T04:47:53.996952+00:00
aaa3a04f_13497958,13497958,aaa3a04f,0,Beverage,8.0,kg,2.5 kg,8000.0,2500.0,0.3125,too_small,1,18.834,-1,0,1,61,1,2025-09-27T21:37:54.588736+00:00
f90b26d3_10e6ce29,10e6ce29,f90b26d3,1,Beverage,3298.0,grams,3.5 kg,3298.0,3500.0,1.0612492419648272,balanced,1,10.088,2,5,3,83,1,2025-09-30T15:20:42.893000+00:00
e630356d_5f052558,5f052558,e630356d,1,Bakery,17.6,kg,1502 grams,17600.0,1502.0,0.08534090909090909,too_small,1,27.294,3,6,3,54,1,2025-10-03T15:46:22.918541+00:00
446073df_df42ab0e,df42ab0e,446073df,0,Fresh Produce,2811.0,grams,23.4 kg,2811.0,23400.0,8.32443970117396,too_large,1,21.312,-1,5,6,49,1,2025-10-02T13:06:50.468208+00:00
60b67494_14db74ab,14db74ab,60b67494,0,Packaged / Canned,15.8,kg,8.4 kg,15800.0,8400.0,0.5316455696202531,small,1,21.897,-4,0,4,117,1,2025-09-27T17:26:50.484869+00:00
a2f6ee83_78e8afa4,78e8afa4,a2f6ee83,1,Fresh Produce,11.2,kg,10.8 kg,11200.0,10800.0,0.9642857142857143,balanced,1,23.893,-2,3,5,110,1,2025-10-02T19:59:54.424365+00:00
c9ec545f_b430c596,b430c596,c9ec545f,1,Fresh Produce,3.3,kg,3.9 kg,3300.0,3900.0,1.1818181818181819,balanced,1,45.419,-2,6,8,9,1,2025-10-02T17:55:05.250401+00:00
6599f6a6_8efdcb7d,8efdcb7d,6599f6a6,1,Packaged / Canned,3507.0,grams,2615 grams,3507.0,2615.0,0.7456515540347876,small,1,6.477,4,4,0,82,1,2025-10-03T21:42:38.591682+00:00
b2f1fb76_669398f2,669398f2,b2f1fb76,0,Frozen / Chilled,2.7,kg,20.9 kg,2700.0,20900.0,7.7407407407407405,too_large,1,7.578,4,4,0,20,1,2025-10-03T05:29:46.376131+00:00
1b5b318c_3aa13aa6,3aa13aa6,1b5b318c,1,Bakery,2181.0,grams,20.7 kg,2181.0,20700.0,9.491059147180193,too_large,1,15.138,-3,6,9,6,1,2025-09-30T02:39:30.016743+00:00
c351573d_36f551c5,36f551c5,c351573d,1,Bakery,4.3,kg,4.5 kg,4300.0,4500.0,1.0465116279069768,balanced,1,17.79,-2,-1,1,5,1,2025-09-28T12:25:38.394788+00:00
5aeba243_8799007c,8799007c,5aeba243,1,Beverage,2038.0,grams,3101 grams,2038.0,3101.0,1.5215897939156036,balanced,1,8.636,0,0,0,64,1,2025-09-27T13:55:36.108163+00:00
ed480730_efffdaee,efffdaee,ed480730,0,Fresh Produce,16.0,kg,22.2 kg,16000.0,22200.0,1.3875,balanced,1,20.691,-5,-1,4,66,1,2025-10-03T07:34:20.011885+00:00
377ef8e7_9c595fb0,9c595fb0,377ef8e7,0,Frozen / Chilled,10.7,kg,2699 grams,10700.0,2699.0,0.25224299065420563,too_small,1,28.215,-1,6,7,18,1,2025-10-02T09:47:46.690670+00:00
1c2e6a24_f30ede29,f30ede29,1c2e6a24,0,Bakery,19.4,kg,7.4 kg,19400.0,7400.0,0.38144329896907214,too_small,1,3.929,-6,1,7,83,1,2025-10-02T05:57:10.614172+00:00
5afce38b_7352c7b4,7352c7b4,5afce38b,0,Fresh Produce,3892.0,grams,948 grams,3892.0,948.0,0.24357656731757452,too_small,1,33.317,-3,1,4,87,1,2025-10-01T13:56:24.386314+00:00
