pair_id,donation_id,request_id,y,food_type,req_qty_value,req_qty_unit,off_qty_text,req_qty_g,off_qty_g,qty_ratio,distance_km,expiry_gap_days,donation_fresh_days_left,req_need_days_from_now,created_at
05052db8_c1523dfa,c1523dfa,05052db8,1,Bakery,1.0,kg,1480 grams,1000.0,1480.0,1.48,15.663,2,5,3,2025-09-26T04:16:15.276625
1676b4be_4c737f71,4c737f71,1676b4be,0,Beverage,7.3,kg,0.9 kg,7300.0,900.0,0.1232876712328767,33.422,-5,2,7,2025-09-27T21:07:33.546613
e8565d6b_c30c6492,c30c6492,e8565d6b,1,Packaged / Canned,5.4,kg,1677 grams,5400.0,1677.0,0.31055555555555553,36.565,,3,3,2025-09-22T23:32:10.642174
1da69ed7_b977f536,b977f536,1da69ed7,0,Fresh Produce,16.5,kg,13.0 kg,16500.0,13000.0,0.7878787878787878,30.861,4,5,1,2025-09-27T21:48:16.712508
0c373339_cb7b6cd7,cb7b6cd7,0c373339,0,Packaged / Canned,3.7,kg,988 grams,3700.0,988.0,0.267027027027027,42.346,-5,4,9,2025-09-25T01:45:51.781816
3658dce5_1823b3e3,1823b3e3,3658dce5,0,Fresh Produce,12.2,kg,19.1 kg,12200.0,19100.0,1.5655737704918034,46.096,-2,6,8,2025-09-26T19:14:20.374245
d16bedbc_4d32d167,4d32d167,d16bedbc,1,Bakery,14.8,kg,16.2 kg,14800.0,16200.0,1.0945945945945945,33.062,-2,5,7,2025-09-26T20:10:40.766543
2b61d543_7091eb36,7091eb36,2b61d543,1,Bakery,3065.0,grams,21.0 kg,3065.0,21000.0,6.851549755301795,26.924,-2,0,2,2025-09-23T18:55:32.011700
10c8be79_7ace9bdf,7ace9bdf,10c8be79,1,Packaged / Canned,5.0,kg,5.4 kg,5000.0,5400.0,1.08,22.16,-1,0,1,2025-09-21T20:04:34.863326
5f9ac80a_421a84fc,421a84fc,5f9ac80a,0,Packaged / Canned,2019.0,grams,10.1 kg,2019.0,10100.0,5.0024764735017335,40.738,-3,4,7,2025-09-21T19:04:22.085320
66c851a4_ddc0a60f,ddc0a60f,66c851a4,1,Fresh Produce,12.1,kg,14.8 kg,12100.0,14800.0,1.2231404958677685,17.449,-5,0,5,2025-09-27T11:38:05.868778
7c5e1b1d_fdeb44c5,fdeb44c5,7c5e1b1d,1,Bakery,9.1,kg,1458 grams,9100.0,1458.0,0.16021978021978023,7.959,3,4,1,2025-09-26T09:16:26.491441
3db4e292_424f5a43,424f5a43,3db4e292,0,Packaged / Canned,795.0,grams,15.8 kg,795.0,15800.0,10.0,18.803,-2,6,8,2025-09-24T02:54:28.757185
6589c6f7_a7ed4745,a7ed4745,6589c6f7,1,Bakery,12.2,kg,6.7 kg,12200.0,6700.0,0.5491803278688525,34.594,,5,5,2025-09-23T11:31:45.609310
11f2e40e_64284912,64284912,11f2e40e,1,Packaged / Canned,340.0,grams,15.3 kg,340.0,15300.0,10.0,9.454,-6,1,7,2025-09-21T12:48:21.981167
0889170a_79c3f79a,79c3f79a,0889170a,0,Cooked Meals,15.6,kg,4429 grams,15600.0,4429.0,0.2839102564102564,18.348,-3,-1,2,2025-09-22T03:14:22.480572
3a1c501a_5e61783c,5e61783c,3a1c501a,1,Packaged / Canned,5.9,kg,3116 grams,5900.0,3116.0,0.528135593220339,24.863,3,5,2,2025-09-27T06:47:54.687834
4080a847_0578efe9,0578efe9,4080a847,0,Bakery,4.0,kg,2749 grams,4000.0,2749.0,0.68725,32.676,-1,3,4,2025-09-28T04:33:14.777230
1bace250_faac13ca,faac13ca,1bace250,1,Beverage,2302.0,grams,3817 grams,2302.0,3817.0,1.6581233709817549,9.763,4,5,1,2025-09-27T06:00:32.552658
1dff7b15_5937dab6,5937dab6,1dff7b15,1,Cooked Meals,6.2,kg,18.0 kg,6200.0,18000.0,2.903225806451613,23.94,-8,-1,7,2025-09-22T23:10:10.004678
2a541d21_41d8379b,41d8379b,2a541d21,0,Packaged / Canned,16.5,kg,8.0 kg,16500.0,8000.0,0.48484848484848486,2.829,-5,-1,4,2025-09-24T13:58:08.701408
de7801c8_e7bd8374,e7bd8374,de7801c8,0,Cooked Meals,8.7,kg,13.3 kg,8700.0,13300.0,1.528735632183908,22.492,-9,0,9,2025-09-24T03:55:03.178954
f4fe329a_5ffbf4aa,5ffbf4aa,f4fe329a,1,Bakery,12.0,kg,21.4 kg,12000.0,21400.0,1.7833333333333334,38.313,2,6,4,2025-09-22T03:23:19.251953
5e5a62ac_88af946b,88af946b,5e5a62ac,0,Packaged / Canned,2868.0,grams,5069 grams,2868.0,5069.0,1.7674337517433751,49.349,-9,0,9,2025-09-23T17:54:42.592687
e096e902_64a15e28,64a15e28,e096e902,0,Packaged / Canned,11.4,kg,4263 grams,11400.0,4263.0,0.37394736842105264,38.161,-1,0,1,2025-09-27T15:59:34.631644
b7e78eee_d0b340da,d0b340da,b7e78eee,1,Packaged / Canned,3.4,kg,17.8 kg,3400.0,17800.0,5.235294117647059,8.299,-3,4,7,2025-09-27T07:46:21.037767
35e74658_660cd053,660cd053,35e74658,1,Frozen / Chilled,11.6,kg,22.8 kg,11600.0,22800.0,1.9655172413793103,18.497,-5,1,6,2025-09-24T19:58:09.602074
05e14a6f_b7c1169a,b7c1169a,05e14a6f,1,Packaged / Canned,9.9,kg,16.5 kg,9900.0,16500.0,1.6666666666666667,17.917,1,4,3,2025-09-22T18:22:45.914310
17e6a7af_90a488aa,90a488aa,17e6a7af,1,Fresh Produce,1.8,kg,1097 grams,1800.0,1097.0,0.6094444444444445,15.59,2,4,2,2025-09-25T02:45:57.507660
c4d3dbf7_f30ba20a,f30ba20a,c4d3dbf7,1,Bakery,12.9,kg,1809 grams,12900.0,1809.0,0.1402325581395349,32.494,-1,1,2,2025-09-23T13:44:54.994948
49298626_2b8adc47,2b8adc47,49298626,1,Beverage,1111.0,grams,19.5 kg,1111.0,19500.0,10.0,22.452,-8,1,9,2025-09-26T20:14:50.662040
3a7dab32_b50ece1a,b50ece1a,3a7dab32,1,Cooked Meals,1.1,kg,23.9 kg,1100.0,23900.0,10.0,13.12,3,3,0,2025-09-21T12:59:59.401637
09e08d35_55c43c51,55c43c51,09e08d35,1,Bakery,2429.0,grams,2044 grams,2429.0,2044.0,0.8414985590778098,20.312,-7,1,8,2025-09-25T09:01:23.731582
1f375544_430d1d96,430d1d96,1f375544,0,Cooked Meals,9.9,kg,14.8 kg,9900.0,14800.0,1.494949494949495,18.727,-5,2,7,2025-09-23T13:12:51.061327
858718c9_d5920c81,d5920c81,858718c9,0,Frozen / Chilled,19.9,kg,17.2 kg,19900.0,17200.0,0.864321608040201,19.659,-5,-1,4,2025-09-26T12:46:21.251722
66c32927_b3ec85f2,b3ec85f2,66c32927,0,Frozen / Chilled,3631.0,grams,13.4 kg,3631.0,13400.0,3.690443404020931,19.258,-8,-1,7,2025-09-27T18:00:55.144638
febd509d_4e06fd95,4e06fd95,febd509d,1,Bakery,15.4,kg,3188 grams,15400.0,3188.0,0.207012987012987,45.398,-6,2,8,2025-09-27T13:52:53.789955
82119f08_8ba710c9,8ba710c9,82119f08,1,Frozen / Chilled,2129.0,grams,1.3 kg,2129.0,1300.0,0.6106153123532174,21.267,,5,5,2025-09-26T10:27:29.991617
728dbcd9_7640b90c,7640b90c,728dbcd9,0,Beverage,13.3,kg,5997 grams,13300.0,5997.0,0.45090225563909775,40.053,-9,-1,8,2025-09-27T02:57:46.661819
e051178d_7c6929f3,7c6929f3,e051178d,1,Frozen / Chilled,11.5,kg,20.7 kg,11500.0,20700.0,1.8,20.792,-3,5,8,2025-09-25T05:09:22.280712
d3501f46_d2d16934,d2d16934,d3501f46,1,Fresh Produce,4.9,kg,18.0 kg,4900.0,18000.0,3.673469387755102,10.065,-2,5,7,2025-09-25T11:50:23.723935
fc0a744e_cf8f8df6,cf8f8df6,fc0a744e,0,Beverage,17.1,kg,10.2 kg,17100.0,10200.0,0.5964912280701754,41.192,-2,1,3,2025-09-23T03:17:59.153303
b04f8d0f_d3a7bc9e,d3a7bc9e,b04f8d0f,0,Fresh Produce,287.0,grams,2436 grams,287.0,2436.0,8.487804878048781,24.299,-10,-1,9,2025-09-21T13:28:07.736164
0e03adf4_06fa9dfa,06fa9dfa,0e03adf4,1,Packaged / Canned,11.1,kg,8.2 kg,11100.0,8200.0,0.7387387387387387,33.463,5,6,1,2025-09-22T10:15:28.886671
962887a7_11022e3a,11022e3a,962887a7,1,Beverage,11.1,kg,5.3 kg,11100.0,5300.0,0.4774774774774775,41.085,-4,1,5,2025-09-24T03:08:13.646661
fa092abc_dbd33dab,dbd33dab,fa092abc,0,Fresh Produce,3.9,kg,18.9 kg,3900.0,18900.0,4.846153846153846,17.7,-2,1,3,2025-09-26T23:21:14.035410
132f5df4_07810f4c,07810f4c,132f5df4,1,Cooked Meals,11.5,kg,11.6 kg,11500.0,11600.0,1.008695652173913,19.666,1,4,3,2025-09-25T16:59:38.007464
e586fd6d_fe126445,fe126445,e586fd6d,1,Frozen / Chilled,19.0,kg,12.0 kg,19000.0,12000.0,0.631578947368421,5.535,-4,3,7,2025-09-22T13:09:28.558639
2a7cd3d2_9f319ae9,9f319ae9,2a7cd3d2,1,Cooked Meals,2.4,kg,12.0 kg,2400.0,12000.0,5.0,15.372,-3,3,6,2025-09-26T19:13:15.451683
a3a4e165_cfa32d86,cfa32d86,a3a4e165,0,Frozen / Chilled,17.4,kg,952 grams,17400.0,952.0,0.05471264367816092,25.984,-7,0,7,2025-09-26T22:21:56.028172
815a4295_6d27d4f6,6d27d4f6,815a4295,0,Bakery,19.9,kg,1835 grams,19900.0,1835.0,0.0922110552763819,38.496,-6,0,6,2025-09-27T02:34:21.412440
5b58ecc1_cc33acd5,cc33acd5,5b58ecc1,1,Packaged / Canned,10.4,kg,8.6 kg,10400.0,8600.0,0.8269230769230769,42.286,2,4,2,2025-09-23T04:15:40.142265
ffe5e06f_6af9776c,6af9776c,ffe5e06f,0,Packaged / Canned,8.0,kg,3.7 kg,8000.0,3700.0,0.4625,24.531,-4,3,7,2025-09-24T06:51:41.730000
78a7acb1_e6738d97,e6738d97,78a7acb1,1,Packaged / Canned,6.2,kg,19.2 kg,6200.0,19200.0,3.096774193548387,24.593,-5,2,7,2025-09-23T18:18:04.992722
277ce041_9abb96df,9abb96df,277ce041,0,Bakery,1446.0,grams,11.2 kg,1446.0,11200.0,7.745504840940526,10.756,-7,0,7,2025-09-27T14:39:27.858682
77893d9e_502058fa,502058fa,77893d9e,1,Fresh Produce,4.3,kg,5291 grams,4300.0,5291.0,1.2304651162790698,19.911,-5,4,9,2025-09-25T22:37:16.024853
822c5afa_48e222ab,48e222ab,822c5afa,1,Frozen / Chilled,10.3,kg,8.4 kg,10300.0,8400.0,0.8155339805825242,28.676,-3,1,4,2025-09-27T03:19:40.867519
2dc73593_352a9e9f,352a9e9f,2dc73593,0,Frozen / Chilled,253.0,grams,22.6 kg,253.0,22600.0,10.0,20.159,-5,0,5,2025-09-21T20:00:23.432381
fbc44415_9465a125,9465a125,fbc44415,1,Frozen / Chilled,6.3,kg,11.9 kg,6300.0,11900.0,1.8888888888888888,25.715,-1,4,5,2025-09-25T23:55:22.052295
9ab6f87d_ebf35d4b,ebf35d4b,9ab6f87d,1,Packaged / Canned,13.7,kg,20.9 kg,13700.0,20900.0,1.5255474452554745,14.754,-5,1,6,2025-09-22T02:12:02.657219
1a78568c_452b88a8,452b88a8,1a78568c,0,Cooked Meals,9.7,kg,19.8 kg,9700.0,19800.0,2.0412371134020617,13.55,-5,-1,4,2025-09-27T03:18:26.393556
248b95d8_678ca432,678ca432,248b95d8,1,Packaged / Canned,10.2,kg,3.4 kg,10200.0,3400.0,0.3333333333333333,30.136,,6,6,2025-09-22T03:05:14.258263
3d0f3483_7a7fa0cc,7a7fa0cc,3d0f3483,1,Fresh Produce,15.3,kg,2090 grams,15300.0,2090.0,0.13660130718954247,46.071,-1,2,3,2025-09-25T19:29:25.181040
f68dec0b_02113b2d,02113b2d,f68dec0b,1,Cooked Meals,3.9,kg,18.3 kg,3900.0,18300.0,4.6923076923076925,29.364,-2,4,6,2025-09-25T04:26:53.332252
5e96b3de_ff9c8c0e,ff9c8c0e,5e96b3de,1,Frozen / Chilled,18.7,kg,17.6 kg,18700.0,17600.0,0.9411764705882353,36.652,-1,0,1,2025-09-21T16:18:37.767833
a8278556_cb5f6636,cb5f6636,a8278556,0,Packaged / Canned,0.8,kg,2.4 kg,800.0,2400.0,3.0,23.645,-6,0,6,2025-09-21T22:26:27.090631
374a167b_8ca92767,8ca92767,374a167b,1,Beverage,4.5,kg,18.8 kg,4500.0,18800.0,4.177777777777778,32.862,,6,6,2025-09-27T01:06:33.572236
c957e593_bef8d67d,bef8d67d,c957e593,0,Beverage,9.5,kg,2950 grams,9500.0,2950.0,0.3105263157894737,32.873,,6,6,2025-09-24T06:21:38.676386
55e85a6c_dd57a5a9,dd57a5a9,55e85a6c,1,Fresh Produce,3774.0,grams,1430 grams,3774.0,1430.0,0.3789083200847907,35.451,,0,0,2025-09-26T21:30:02.729118
53e567bb_dc110cbc,dc110cbc,53e567bb,1,Beverage,7.5,kg,17.7 kg,7500.0,17700.0,2.36,17.945,-1,3,4,2025-09-21T11:28:46.953898
e00f8732_328c40c6,328c40c6,e00f8732,1,Bakery,3.6,kg,16.9 kg,3600.0,16900.0,4.694444444444445,32.691,3,5,2,2025-09-23T13:53:00.490799
ec4f31b5_dedc2367,dedc2367,ec4f31b5,1,Fresh Produce,3.3,kg,22.7 kg,3300.0,22700.0,6.878787878787879,31.448,-5,3,8,2025-09-25T19:00:41.872856
634dc6de_cba4cbae,cba4cbae,634dc6de,1,Frozen / Chilled,1.2,kg,5705 grams,1200.0,5705.0,4.754166666666666,26.008,-2,4,6,2025-09-23T02:33:44.358136
9bad6522_b98eca52,b98eca52,9bad6522,1,Bakery,3039.0,grams,22.7 kg,3039.0,22700.0,7.46956235603817,28.034,,3,3,2025-09-24T16:56:07.378382
707441f3_f75125f9,f75125f9,707441f3,1,Fresh Produce,16.3,kg,19.2 kg,16300.0,19200.0,1.177914110429448,15.086,-7,0,7,2025-09-22T14:29:08.323668
6901c217_7d294911,7d294911,6901c217,1,Fresh Produce,17.4,kg,4.9 kg,17400.0,4900.0,0.28160919540229884,28.69,-4,2,6,2025-09-27T14:42:43.028805
037710df_c08e8311,c08e8311,037710df,1,Beverage,6.7,kg,22.8 kg,6700.0,22800.0,3.4029850746268657,4.562,-3,3,6,2025-09-25T11:55:52.900604
c0f69b84_010485f7,010485f7,c0f69b84,1,Cooked Meals,15.1,kg,18.2 kg,15100.0,18200.0,1.205298013245033,4.036,-8,1,9,2025-09-27T18:17:31.012162
636662a5_52a67d73,52a67d73,636662a5,1,Beverage,7.3,kg,6.7 kg,7300.0,6700.0,0.9178082191780822,37.526,-6,0,6,2025-09-27T14:54:55.955968
15bc6ad3_919f0a21,919f0a21,15bc6ad3,0,Bakery,9.8,kg,13.1 kg,9800.0,13100.0,1.336734693877551,14.719,-3,1,4,2025-09-27T20:36:22.110056
6eb081b2_15286ed1,15286ed1,6eb081b2,1,Beverage,7.8,kg,15.1 kg,7800.0,15100.0,1.935897435897436,19.892,-2,3,5,2025-09-26T20:49:12.808980
f935b9fd_1a06a3b0,1a06a3b0,f935b9fd,1,Bakery,6.0,kg,3.6 kg,6000.0,3600.0,0.6,42.014,,3,3,2025-09-26T11:21:38.121044
7672ce34_f61642f5,f61642f5,7672ce34,0,Fresh Produce,1600.0,grams,10.2 kg,1600.0,10200.0,6.375,17.054,-4,5,9,2025-09-24T07:36:17.615295
6abbb4d3_a5449028,a5449028,6abbb4d3,1,Beverage,11.3,kg,14.9 kg,11300.0,14900.0,1.3185840707964602,30.31,-5,2,7,2025-09-25T03:48:24.333261
c47cc208_cba0daea,cba0daea,c47cc208,1,Packaged / Canned,19.9,kg,7.7 kg,19900.0,7700.0,0.3869346733668342,12.947,1,6,5,2025-09-28T08:04:03.810864
97b4874d_79808e33,79808e33,97b4874d,1,Packaged / Canned,14.4,kg,10.0 kg,14400.0,10000.0,0.6944444444444444,25.161,-7,-1,6,2025-09-25T06:34:01.441885
b20ae9cd_e8351249,e8351249,b20ae9cd,0,Beverage,15.5,kg,18.1 kg,15500.0,18100.0,1.167741935483871,42.528,-4,3,7,2025-09-22T19:16:42.899022
dc14015b_0f1edb8f,0f1edb8f,dc14015b,1,Frozen / Chilled,4.4,kg,4.0 kg,4400.0,4000.0,0.9090909090909091,23.396,-3,2,5,2025-09-25T16:06:07.979009
af185f3a_1f4a0a94,1f4a0a94,af185f3a,1,Beverage,4.0,kg,1.2 kg,4000.0,1200.0,0.3,32.933,-1,6,7,2025-09-24T13:57:24.663298
57c760da_8e598cc0,8e598cc0,57c760da,1,Cooked Meals,19.2,kg,22.2 kg,19200.0,22200.0,1.15625,31.027,-1,4,5,2025-09-27T16:33:46.946966
3d0df05b_4c53649a,4c53649a,3d0df05b,0,Packaged / Canned,3099.0,grams,10.6 kg,3099.0,10600.0,3.420458212326557,20.538,-3,6,9,2025-09-24T15:56:08.729704
eb248394_5fc7cc47,5fc7cc47,eb248394,0,Bakery,16.3,kg,958 grams,16300.0,958.0,0.05877300613496932,34.926,3,6,3,2025-09-22T04:41:52.184495
015a163c_46b22e7e,46b22e7e,015a163c,1,Cooked Meals,11.0,kg,19.0 kg,11000.0,19000.0,1.7272727272727273,32.56,2,5,3,2025-09-26T22:27:06.322115
05826758_bb2b956e,bb2b956e,05826758,1,Beverage,8.4,kg,16.1 kg,8400.0,16100.000000000002,1.916666666666667,39.552,3,3,0,2025-09-23T15:36:32.876742
b2c645b8_99043f53,99043f53,b2c645b8,0,Cooked Meals,16.7,kg,12.2 kg,16700.0,12200.0,0.7305389221556886,32.352,-2,1,3,2025-09-24T12:54:41.955298
aed30d9d_6435318e,6435318e,aed30d9d,0,Bakery,7.3,kg,16.6 kg,7300.0,16600.0,2.2739726027397262,35.227,-6,0,6,2025-09-21T19:06:20.094709
9e8690ef_88a774f3,88a774f3,9e8690ef,1,Cooked Meals,10.7,kg,6.9 kg,10700.0,6900.0,0.6448598130841121,20.776,1,3,2,2025-09-23T00:06:33.650727
f32d2291_85e0a019,85e0a019,f32d2291,1,Cooked Meals,5.6,kg,5432 grams,5600.0,5432.0,0.97,12.755,,2,2,2025-09-28T06:53:04.172813
fabd1914_49c3a705,49c3a705,fabd1914,1,Beverage,14.9,kg,5723 grams,14900.0,5723.0,0.38409395973154364,27.326,2,2,0,2025-09-26T22:31:52.673173
306ecc60_f747a44e,f747a44e,306ecc60,1,Frozen / Chilled,7.9,kg,6.9 kg,7900.0,6900.0,0.8734177215189873,28.578,,1,1,2025-09-28T00:45:26.579289
9952c8a1_b7891fa8,b7891fa8,9952c8a1,1,Packaged / Canned,9.3,kg,12.7 kg,9300.0,12700.0,1.3655913978494623,42.358,3,4,1,2025-09-21T19:19:50.366287
97526aec_c48a0c0b,c48a0c0b,97526aec,1,Packaged / Canned,18.1,kg,7.3 kg,18100.0,7300.0,0.40331491712707185,25.653,-5,1,6,2025-09-24T22:36:15.840271
a7a2818d_3381dfb6,3381dfb6,a7a2818d,1,Bakery,2.5,kg,4.0 kg,2500.0,4000.0,1.6,26.658,5,6,1,2025-09-23T15:19:51.574517
8bdcb52e_aa04b91f,aa04b91f,8bdcb52e,1,Frozen / Chilled,2319.0,grams,13.9 kg,2319.0,13900.0,5.993962915049591,29.665,-2,0,2,2025-09-27T11:15:07.997092
8a937cf3_2dab3bb3,2dab3bb3,8a937cf3,0,Bakery,17.0,kg,7.4 kg,17000.0,7400.0,0.43529411764705883,13.393,-8,0,8,2025-09-23T13:22:53.502585
4ad7f4fe_bad89cea,bad89cea,4ad7f4fe,1,Beverage,2.9,kg,3.7 kg,2900.0,3700.0,1.2758620689655173,24.024,,6,6,2025-09-24T09:13:51.590920
09fe541a_63cb50b2,63cb50b2,09fe541a,1,Beverage,2659.0,grams,5.1 kg,2659.0,5100.0,1.9180142910868747,18.332,-5,0,5,2025-09-27T07:40:15.348680
c3d3f8fd_201f74b6,201f74b6,c3d3f8fd,1,Fresh Produce,17.6,kg,2147 grams,17600.0,2147.0,0.12198863636363637,33.003,1,2,1,2025-09-25T08:11:31.564780
6d65e8e9_d455efc0,d455efc0,6d65e8e9,0,Frozen / Chilled,11.7,kg,22.2 kg,11700.0,22200.0,1.8974358974358974,8.797,-2,0,2,2025-09-27T00:07:39.968554
fb73c83b_61d20653,61d20653,fb73c83b,1,Cooked Meals,1455.0,grams,2.4 kg,1455.0,2400.0,1.6494845360824741,32.769,-4,0,4,2025-09-24T21:42:14.080309
ffc27236_51a2fa91,51a2fa91,ffc27236,1,Fresh Produce,10.9,kg,0.9 kg,10900.0,900.0,0.08256880733944955,21.232,,1,1,2025-09-21T14:30:27.627102
2a22a6ef_c88caaba,c88caaba,2a22a6ef,1,Fresh Produce,16.8,kg,7.3 kg,16800.0,7300.0,0.43452380952380953,35.896,-2,5,7,2025-09-21T17:29:32.515335
529750ff_3a6d0cac,3a6d0cac,529750ff,0,Bakery,2.1,kg,9.8 kg,2100.0,9800.0,4.666666666666667,9.535,-7,-1,6,2025-09-25T11:20:17.781790
9e697df5_b2be4b38,b2be4b38,9e697df5,0,Packaged / Canned,12.3,kg,1049 grams,12300.0,1049.0,0.08528455284552845,33.322,5,6,1,2025-09-23T22:41:57.618334
f6e95581_445eecf8,445eecf8,f6e95581,1,Beverage,2086.0,grams,25.0 kg,2086.0,25000.0,10.0,14.62,-4,2,6,2025-09-22T05:22:48.934949
d02e02c7_a6e89245,a6e89245,d02e02c7,0,Packaged / Canned,16.3,kg,512 grams,16300.0,512.0,0.03141104294478528,12.089,-5,4,9,2025-09-21T17:41:49.147203
c5a4fb38_3ae8a9d6,3ae8a9d6,c5a4fb38,0,Bakery,3007.0,grams,5627 grams,3007.0,5627.0,1.8713002993016294,26.488,-1,2,3,2025-09-28T08:43:00.262749
06c5e9c4_bbd1d5bb,bbd1d5bb,06c5e9c4,1,Cooked Meals,9.5,kg,14.6 kg,9500.0,14600.0,1.5368421052631578,20.618,-1,4,5,2025-09-27T08:17:19.835944
833cfa44_fa3ddb92,fa3ddb92,833cfa44,0,Frozen / Chilled,3593.0,grams,19.8 kg,3593.0,19800.0,5.510715279710548,27.192,-3,1,4,2025-09-23T22:16:11.777513
aea8cb38_d217a050,d217a050,aea8cb38,0,Bakery,1023.0,grams,16.1 kg,1023.0,16100.000000000002,10.0,20.776,-3,1,4,2025-09-25T01:37:39.231855
e9947eed_2d8b5fca,2d8b5fca,e9947eed,1,Packaged / Canned,19.4,kg,22.0 kg,19400.0,22000.0,1.134020618556701,20.752,-1,5,6,2025-09-25T07:22:47.687703
50493b08_3389ea0f,3389ea0f,50493b08,0,Bakery,11.8,kg,4127 grams,11800.0,4127.0,0.3497457627118644,25.137,4,6,2,2025-09-25T13:46:47.694253
028aed1d_26c95b4c,26c95b4c,028aed1d,1,Cooked Meals,4.5,kg,9.8 kg,4500.0,9800.0,2.1777777777777776,24.039,-9,0,9,2025-09-25T17:02:06.415918
c35fe3a6_4f6c78c2,4f6c78c2,c35fe3a6,0,Beverage,9.6,kg,1.2 kg,9600.0,1200.0,0.125,24.283,-8,-1,7,2025-09-24T04:30:46.490893
c2ef725b_61a12c41,61a12c41,c2ef725b,0,Fresh Produce,3.6,kg,5.0 kg,3600.0,5000.0,1.3888888888888888,31.405,-5,-1,4,2025-09-27T19:19:03.654944
46ea6e18_42e4d6f2,42e4d6f2,46ea6e18,1,Cooked Meals,11.8,kg,14.7 kg,11800.0,14700.0,1.2457627118644068,10.542,-8,1,9,2025-09-25T07:22:51.339915
7b2cce55_2e190fa8,2e190fa8,7b2cce55,0,Packaged / Canned,13.7,kg,22.8 kg,13700.0,22800.0,1.6642335766423357,33.586,3,6,3,2025-09-24T17:24:55.070921
8d9cfc25_28f5633f,28f5633f,8d9cfc25,1,Cooked Meals,3.7,kg,5803 grams,3700.0,5803.0,1.5683783783783785,3.442,-1,1,2,2025-09-24T21:48:44.089272
d017b002_cc1b5fa7,cc1b5fa7,d017b002,1,Cooked Meals,8.3,kg,20.5 kg,8300.0,20500.0,2.4698795180722892,23.182,-3,0,3,2025-09-28T00:56:58.667404
726de430_04d5aa87,04d5aa87,726de430,1,Cooked Meals,4.5,kg,2.7 kg,4500.0,2700.0,0.6,11.61,-2,6,8,2025-09-25T06:00:48.175000
1c77e7e4_57e4949c,57e4949c,1c77e7e4,1,Bakery,1803.0,grams,5483 grams,1803.0,5483.0,3.041042706600111,13.395,,0,0,2025-09-22T23:48:24.021983
a8a1bf85_b9d5ffa2,b9d5ffa2,a8a1bf85,1,Bakery,8.7,kg,21.1 kg,8700.0,21100.0,2.425287356321839,21.22,3,5,2,2025-09-26T07:02:30.049441
845edeaf_99246fa9,99246fa9,845edeaf,0,Beverage,5.0,kg,20.0 kg,5000.0,20000.0,4.0,38.001,-7,1,8,2025-09-22T05:42:38.720558
cb89b8a0_83c27ff5,83c27ff5,cb89b8a0,1,Packaged / Canned,3.4,kg,11.1 kg,3400.0,11100.0,3.264705882352941,12.533,-3,5,8,2025-09-26T03:22:48.492714
8fdc6e7d_52856d55,52856d55,8fdc6e7d,1,Fresh Produce,20.0,kg,19.8 kg,20000.0,19800.0,0.99,42.189,-3,3,6,2025-09-26T09:07:03.035172
3a979d37_5073b7eb,5073b7eb,3a979d37,1,Beverage,3047.0,grams,0.8 kg,3047.0,800.0,0.2625533311453889,35.819,-5,-1,4,2025-09-22T19:24:57.931802
d04f0daa_461edbd8,461edbd8,d04f0daa,0,Bakery,7.7,kg,2.8 kg,7700.0,2800.0,0.36363636363636365,41.77,-5,1,6,2025-09-26T16:10:19.401922
2b66c41e_2779700f,2779700f,2b66c41e,1,Bakery,3221.0,grams,14.1 kg,3221.0,14100.0,4.377522508537721,10.511,2,4,2,2025-09-27T14:31:18.382736
c0dc628c_7316e74a,7316e74a,c0dc628c,1,Packaged / Canned,782.0,grams,23.7 kg,782.0,23700.0,10.0,11.402,4,4,0,2025-09-25T16:19:20.858033
eb8882f9_144a6eac,144a6eac,eb8882f9,1,Frozen / Chilled,18.5,kg,22.4 kg,18500.0,22400.0,1.2108108108108109,45.717,-7,-1,6,2025-09-23T05:40:23.811578
a3f1146e_eec89236,eec89236,a3f1146e,1,Fresh Produce,3322.0,grams,5308 grams,3322.0,5308.0,1.5978326309452138,42.156,-4,0,4,2025-09-22T06:24:04.836531
4c30a407_a1522d97,a1522d97,4c30a407,1,Fresh Produce,7.2,kg,24.1 kg,7200.0,24100.0,3.3472222222222223,21.085,-8,-1,7,2025-09-23T14:10:30.765060
6361a193_4e355649,4e355649,6361a193,0,Frozen / Chilled,5.5,kg,5.0 kg,5500.0,5000.0,0.9090909090909091,19.51,-8,1,9,2025-09-23T08:34:13.117219
fbe38e59_d76b08f2,d76b08f2,fbe38e59,1,Fresh Produce,19.6,kg,21.8 kg,19600.0,21800.0,1.1122448979591837,36.89,-3,3,6,2025-09-21T16:47:00.864871
52f70a8c_3f0cd5b8,3f0cd5b8,52f70a8c,1,Beverage,2883.0,grams,11.6 kg,2883.0,11600.0,4.02358654179674,29.506,-2,0,2,2025-09-24T23:51:35.182832
2074e2a5_4ac61258,4ac61258,2074e2a5,1,Bakery,13.4,kg,9.6 kg,13400.0,9600.0,0.7164179104477612,15.701,-2,4,6,2025-09-27T15:58:42.376290
e6da209c_74f9251b,74f9251b,e6da209c,0,Fresh Produce,16.5,kg,3237 grams,16500.0,3237.0,0.19618181818181818,30.272,-1,0,1,2025-09-28T04:19:50.111632
13d70f65_53dfc00e,53dfc00e,13d70f65,0,Cooked Meals,0.7,kg,4.7 kg,700.0,4700.0,6.714285714285714,39.379,-5,0,5,2025-09-21T16:51:42.381135
